"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1908867,"January 22, 2021",Michigan,Owosso,"1400 block of Cleveland St",1,0,N/A
1908181,"January 21, 2021",Kentucky,Louisville,"600 block of S 41st St",1,0,N/A
1908542,"January 21, 2021",California,Oakland,"107th Ave and Apricot St",1,3,N/A
1910200,"January 21, 2021",Montana,Billings,"Southview Dr",1,0,N/A
1906654,"January 20, 2021",Michigan,Detroit,"2400 block of Sturtevant St",1,0,N/A
1907472,"January 20, 2021",Pennsylvania,"Lock Haven","Youngs Ave",1,0,N/A
1907357,"January 20, 2021",Pennsylvania,Philadelphia,"2300 block of N Bouvier St",1,0,N/A
1906675,"January 19, 2021",Florida,Jacksonville,"Wedgefield Blvd",1,0,N/A
1906265,"January 18, 2021",Nevada,"Las Vegas","4600 block of E Charleston Blvd",1,0,N/A
1905851,"January 18, 2021",Texas,Houston,"4840 Jarmese St",1,0,N/A
1905448,"January 18, 2021",Louisiana,"New Orleans","3000 block of Bienville St",2,1,N/A
1907273,"January 17, 2021",Illinois,Chicago,"1200 block of S Kedvale Ave",1,0,N/A
1903678,"January 16, 2021",Louisiana,"Saint Rose","300 block of Mockingbird Lane",1,0,N/A
1907866,"January 16, 2021",Texas,Tyler,"1300 block of E Front St",1,0,N/A
1903561,"January 15, 2021",Minnesota,Willmar,"1000 block of 4th St SW",1,0,N/A
1900966,"January 13, 2021","South Carolina",Greer,"1029 S Buncombe Rd",2,1,N/A
1901670,"January 12, 2021",California,"Santa Paula","600 block of N 12th St",1,0,N/A
1899185,"January 10, 2021",Indiana,Columbus,"9200 E State Rd 58",1,0,N/A
1900089,"January 9, 2021",Texas,Dayton,"2800 block of FM 1960",1,0,N/A
1897844,"January 8, 2021",Florida,Anthony,"1676 NE 97th St Rd",1,0,N/A
1896249,"January 6, 2021",Mississippi,Pascagoula,"3300 block of Argentina St",1,0,N/A
1896224,"January 6, 2021",Pennsylvania,Pittsburgh,"1300 block of Franklin Ave",1,0,N/A
1895241,"January 4, 2021",Tennessee,Memphis,"2240 Howell Ave",1,0,N/A
1896655,"January 4, 2021",Oklahoma,Idabel,"100 NW Jamaica Ave",1,0,N/A
1894934,"January 3, 2021",Missouri,Sedalia,"125 E Boonville St",1,0,N/A
1896235,"January 3, 2021",Pennsylvania,Norristown,"1400 block of Markley St",1,0,N/A
1893327,"January 3, 2021",Texas,Houston,"2900 Travis St",1,4,N/A
1892646,"January 2, 2021","South Carolina","Myrtle Beach","9547 US-17 BUS",1,2,N/A
1892901,"January 2, 2021",Oregon,Portland,"13424 NE Sandy Blvd",1,0,N/A
1894799,"January 2, 2021",Idaho,Kuna,"28000 block of S Pleasant Valley Rd",1,0,N/A
1891520,"January 1, 2021",Illinois,Chicago,"8700 block of S Buffalo Ave",1,1,N/A
1892128,"January 1, 2021",Texas,Arlington,"1600 block of Connally Terr",1,0,N/A
1892088,"January 1, 2021",Texas,Arlington,"700 block of Washington Dr",1,0,N/A
1892390,"December 29, 2020",Texas,"San Antonio","7700 block of Oakdell Dr",1,0,N/A
1888338,"December 28, 2020",Nevada,Whitney,"Stephanie St and E Hacienda Ave",1,0,N/A
1889239,"December 28, 2020",Minnesota,Cloquet,"3609 Giiniw Rd",1,0,N/A
1888046,"December 27, 2020",Maryland,Churchville,"2800 block of Churchville Rd",1,0,N/A
1887263,"December 26, 2020",Texas,"San Antonio","6000 block of Jackies Farm",1,0,N/A
1886751,"December 25, 2020",Texas,Denton,"1100 block of Ave B",1,0,N/A
1886652,"December 25, 2020",Maryland,"Indian Head","Mattingly Ave",1,0,N/A
1886385,"December 24, 2020",Florida,"Lehigh Acres","5300 block of Butte St",1,0,N/A
1886077,"December 24, 2020","South Carolina",Florence,"4000 block of W Palmetto St",1,0,N/A
1898385,"December 24, 2020",Ohio,"Brookpark (Brook Park)","Paulding Blvd",1,0,N/A
1885378,"December 23, 2020",Minnesota,"Saint Paul","850 Rice St",1,0,N/A
1884589,"December 23, 2020",Texas,"San Antonio","200 block of Remolino St",1,1,N/A
1883991,"December 22, 2020",Texas,Houston,"131 Wellington St",1,0,N/A
1884951,"December 22, 2020",Texas,Lubbock,"500 block of N Flint Ave",1,0,N/A
1884497,"December 22, 2020",Louisiana,Alexandria,"3900 block of Clinton St",1,0,N/A
1883735,"December 21, 2020",Minnesota,"Saint Paul","300 block of Larpenteur Ave W",1,0,N/A
1883818,"December 21, 2020",Georgia,Atlanta,"3440 Peachtree Rd",1,0,N/A
1883624,"December 21, 2020",Florida,"Fort Walton Beach","8 Memorial Pkwy SW",1,0,N/A
1885277,"December 20, 2020",Alabama,Friendship,N/A,1,0,N/A
1881623,"December 19, 2020",Arkansas,"Little Rock","5200 block of Peach Leaf Cove",1,0,N/A
1888011,"December 19, 2020",Texas,Rowlett,N/A,1,0,N/A
1880857,"December 18, 2020",Missouri,Springfield,"2300 block of N Pierce Ave",1,0,N/A
1879819,"December 17, 2020",Ohio,Hamilton,"208 Cereal Ave",1,0,N/A
1879827,"December 16, 2020",Nevada,"Las Vegas","1300 block of S Arlington St",1,0,N/A
1878745,"December 15, 2020",Indiana,Fairmount,"1500 block of N Main St",1,0,N/A
1879707,"December 15, 2020",Idaho,Castleford,N/A,1,0,N/A
1878951,"December 15, 2020",Maryland,Edgewood,"1400 block of Hanson Rd",1,0,N/A
1878564,"December 15, 2020",Michigan,Canton,"41000 block of Old Michigan Ave",1,0,N/A
1880345,"December 15, 2020",California,Fontana,"Mango Ave and Foothill Blvd",1,0,N/A
1927638,"December 14, 2020",Georgia,"Atlanta (Sandy Springs)","5500 Block of Roswell Rd",1,0,N/A
1877224,"December 14, 2020",Florida,Cocoa,"1671 Owosso St",1,0,N/A
1879816,"December 14, 2020",Virginia,Wytheville,"492 Griffith Knob",1,0,N/A
1876776,"December 13, 2020",Kentucky,Louisville,"6900 block of Brooklawn Dr",1,0,N/A
1877605,"December 13, 2020",California,Tollhouse,"28000 block of Burrough Valley Rd",1,0,N/A
1874575,"December 10, 2020",Arkansas,"Little Rock","33 Falcon Ct",1,0,N/A
1873125,"December 8, 2020","New Jersey","Sussex (Wantage)","Havens Rd",1,0,N/A
1873062,"December 7, 2020",Virginia,Chesterfield,"21000 block of Orange Hill Ave",1,0,N/A
1871781,"December 6, 2020",Arizona,Mesa,"N Sossaman Rd and E McDowell Rd",1,0,N/A
1871120,"December 6, 2020",Florida,"West Palm Beach","2513 Beach Ct",1,0,N/A
1871765,"December 6, 2020",Virginia,Petersburg,"21000 block of Orange Hill Ave",1,0,N/A
1887873,"December 6, 2020",Mississippi,"Yazoo City","Strickland Rd",1,0,N/A
1873782,"December 6, 2020",Indiana,Jeffersonville,"Seminole Dr",1,0,N/A
1870260,"December 5, 2020",Pennsylvania,"Mc Kees Rocks (Mckees Rocks)","1107 Island Ave",1,1,N/A
1869917,"December 4, 2020",California,"Bell Gardens","6600 block of Foster Bridge Blvd",1,0,N/A
1870009,"December 4, 2020",California,"Long Beach","Magnolia Ave and Anaheim St",1,1,N/A
1869968,"December 4, 2020",Alabama,Jackson,"2455 College Ave",1,0,N/A
1869439,"December 4, 2020",Georgia,Lithonia,"1800 block of Madras Ct",1,0,N/A
1873773,"December 4, 2020",Mississippi,Waynesboro,N/A,1,0,N/A
1873821,"December 2, 2020",Ohio,Delaware,"2000 block of Pollock Rd",1,0,N/A
1868677,"December 2, 2020","North Carolina",Wilmington,"708 Varsity Dr",1,0,N/A
1868782,"December 2, 2020",Texas,Houston,"15100 block of Richmond Ave",1,0,N/A
1868020,"December 2, 2020",Ohio,Reynoldsburg,"7325 Brooke Blvd",1,0,N/A
1867011,"December 1, 2020",Pennsylvania,"Cambridge Springs","24800 Mackey Hill Rd",1,0,N/A
1866539,"November 30, 2020",Missouri,"Saint Louis (Olivette)","I-170 and Olive Blvd",1,0,N/A
1897353,"November 29, 2020",Nevada,"Las Vegas","6253 Mythic Atlantis Ave",1,0,N/A
1864679,"November 29, 2020",Florida,"West Palm Beach","440 Palm Beach Lakes Blvd",1,0,N/A
1864562,"November 28, 2020",Oklahoma,"Oklahoma City","1101 NW 10th St",1,0,N/A
1866176,"November 28, 2020",Montana,Corvallis,"Hamilton Heights Rd",1,0,N/A
1867234,"November 28, 2020",Wisconsin,Sheboygan,"4500 block of S 18th St",1,0,N/A
1864491,"November 28, 2020",Maryland,"Oxon Hill","531 Wilson Bridge Dr",1,0,N/A
1866891,"November 26, 2020",Texas,Lufkin,N/A,1,0,N/A
1864068,"November 26, 2020",Michigan,Ypsilanti,"2960 International Dr",2,0,N/A
1861606,"November 25, 2020",Tennessee,Powell,"7801 Camberley Dr",1,0,N/A
1867458,"November 25, 2020",Georgia,Washington,"100 block of Riverside Dr",1,0,N/A
1866327,"November 25, 2020",Minnesota,Puposky,"29000 block of Irvine Ave",1,0,N/A
1861379,"November 24, 2020",Texas,Forney,"2100 block of Juniper Dr",1,1,N/A
1862872,"November 23, 2020",Wyoming,Riverton,"Tundra Dr",1,0,N/A
1860299,"November 23, 2020",Arizona,Phoenix,"83rd Ave and W Indian School Rd",1,0,N/A
1861270,"November 23, 2020",Arkansas,Hartford,"Cedar Creek Rd",1,1,N/A
1860127,"November 22, 2020",Wisconsin,"Washington Island",N/A,1,0,N/A
1857634,"November 21, 2020",Mississippi,Gulfport,"Henderson Ave and 3rd St",1,0,N/A
1857576,"November 21, 2020",Indiana,Indianapolis,"10 S West St",1,0,N/A
1857658,"November 21, 2020",Florida,"Daytona Beach","816 Dr Mary McLeod Bethune Blvd",1,0,N/A
1901799,"November 20, 2020",Pennsylvania,Norristown,"502 W Lafayette St",1,0,N/A
1997672,"November 20, 2020",Michigan,"Barry (county)",N/A,1,0,N/A
1860314,"November 20, 2020",Mississippi,"El Dorado","E Barnes St",1,0,N/A
1857382,"November 19, 2020","New York",Rochester,"36 Clairmount St",1,0,N/A
1855978,"November 18, 2020",Texas,Texarkana,"600 block of Warren Thomas Rd",1,0,N/A
1855833,"November 18, 2020",Nevada,Elko,N/A,1,0,N/A
1854625,"November 17, 2020",Oklahoma,Luther,"18900 block of NE 178th St",1,0,N/A
1853472,"November 16, 2020","New York","Staten Island","225 Park Hill Ave",1,0,N/A
1852533,"November 15, 2020",Florida,"Saint Petersburg","16th St S",1,1,N/A
1851904,"November 14, 2020","South Carolina","North Charleston","2155 Morris Baker Blvd",1,0,N/A
1854447,"November 14, 2020",Michigan,Manton,"N 27 Rd",1,0,N/A
1852997,"November 14, 2020",Texas,Arlington,"6300 block of Brownlee Dr",1,0,N/A
1852963,"November 13, 2020",Minnesota,"Saint Cloud","800 block of 10th Ave N",1,0,N/A
1851421,"November 13, 2020",Texas,"San Antonio","1100 Callaghan Rd",1,0,N/A
1851320,"November 11, 2020",Nebraska,Lincoln,"700 block of Lakeside Dr",1,0,N/A
1851996,"November 11, 2020",Mississippi,Aberdeen,"307 Hardy St",1,0,N/A
1850685,"November 11, 2020","North Carolina",Candor,N/A,1,0,N/A
1849722,"November 10, 2020",Virginia,Springfield,"6868 Springfield Blvd",1,0,N/A
1848173,"November 9, 2020",Missouri,"Blue Springs","814 N Hwy 7",1,0,N/A
1849742,"November 9, 2020",Colorado,"Grand (county)",N/A,1,0,N/A
1846835,"November 8, 2020",California,Pasadena,"1750 N Altadena Dr",1,0,N/A
1846012,"November 7, 2020","New York",Penfield,"1570 Penfield Rd",1,0,N/A
1846163,"November 6, 2020",Utah,Midvale,"7020 S 700 W",1,1,N/A
1845659,"November 6, 2020","South Carolina","Columbia (Fort Jackson)",N/A,1,0,N/A
1845637,"November 6, 2020",Georgia,Atlanta,"2485 Gresham Rd",1,0,N/A
1845477,"November 6, 2020",Louisiana,"New Orleans","8622 Belfast St",2,2,N/A
1846147,"November 6, 2020",Kansas,Ashland,"300 block of Highland Ave",1,0,N/A
1844038,"November 4, 2020",Florida,"Port Salerno","SE Bollard Ave",1,0,N/A
1844709,"November 4, 2020",Oklahoma,Tulsa,"700 block of N Sheridan Rd",1,0,N/A
1844027,"November 4, 2020",Florida,"Fort Lauderdale (Dania Beach)","3325 Griffin Rd",1,0,N/A
1842790,"November 3, 2020",Virginia,Petersburg,"3700 block of Totty St",1,0,N/A
1842777,"November 3, 2020",Michigan,Jackson,"1300 block of E North St",1,0,N/A
1842070,"November 2, 2020","New York","New York (Manhattan)","2937 Frederick Douglas Blvd",1,0,N/A
1842725,"November 2, 2020",Florida,"Palm Beach Gardens","4500 Block of Artesa Way S",1,0,N/A
1838938,"October 30, 2020",Texas,"Corpus Christi","5400 block of S Alameda St",1,0,N/A
1838373,"October 30, 2020","North Carolina",Concord,"1080 Ramsgate Dr SW",1,0,N/A
1839242,"October 30, 2020",Michigan,Detroit,"15800 block of Kentucky Ave",1,0,N/A
1838884,"October 29, 2020",Florida,"Palm Beach Gardens (Riviera Beach)","3700 N Ocean Dr",1,0,N/A
1837937,"October 28, 2020",Georgia,"Atlanta (Sandy Springs)","5500 block of Roswell Rd",1,0,N/A
1837582,"October 28, 2020",Kansas,"Kansas City","1700 block of Short Ave",1,0,N/A
1840610,"October 25, 2020",Texas,"Fort Worth","8000 block of N Beach St",1,0,N/A
1835068,"October 25, 2020",Nebraska,Valparaiso,"NW 98th St and W Davey Rd",1,0,N/A
1834122,"October 25, 2020",Kentucky,Louisville,"2000 block of W Main St",1,0,N/A
1835483,"October 25, 2020",Texas,"Fort Worth","Western Center Blvd",1,0,N/A
1834097,"October 24, 2020",Texas,Porter,"23000 block of Owens Rd",1,0,N/A
1834445,"October 24, 2020",Kentucky,Owensboro,"2200 block of E 19th St",1,0,N/A
1889292,"October 24, 2020",Michigan,Burton,"1400 block of Packard Ave",1,0,N/A
1834041,"October 24, 2020",Pennsylvania,Perkasie,"3900 block of Old Ridge Rd",1,0,N/A
1833659,"October 24, 2020",Nevada,"North Las Vegas","3300 block of Park Town St",1,0,N/A
1833668,"October 24, 2020","New York",Brooklyn,"51 Eldert St",1,0,N/A
1833374,"October 23, 2020",Texas,Dallas,"3015 E Ledbetter Dr",1,1,N/A
1832062,"October 22, 2020",Indiana,"East Chicago","4522 Magoun Ave",1,0,N/A
1831662,"October 22, 2020",California,Merced,"26th St and Hawthorne Ave",1,0,N/A
1841970,"October 22, 2020",Florida,Hialeah,N/A,1,0,N/A
1830752,"October 21, 2020",Kentucky,Lexington,"509 W Fifth St",1,0,N/A
1829032,"October 19, 2020",Pennsylvania,Chester,"9th St and Central Ave",1,0,N/A
1828109,"October 19, 2020",Georgia,Atlanta,"12 Atlanta Ave SW",1,0,N/A
1828457,"October 18, 2020",Kentucky,Hopkinsville,"McKinney Road",1,0,N/A
1829098,"October 18, 2020",Florida,"Saint Petersburg (Gulfport)","5632 25th Ave S",1,0,N/A
1827753,"October 18, 2020","New York",Brooklyn,"Fourth Ave and Pacific St",1,0,N/A
1827783,"October 17, 2020",Florida,"Lake Worth","S F St and 6th Ave S",1,0,N/A
1825036,"October 15, 2020",Illinois,Rockford,"800 block of N Court St",1,0,N/A
1825466,"October 15, 2020",Illinois,Dolton,"14975 Lincoln Ave",2,0,N/A
1825866,"October 15, 2020","South Carolina",York,"Perla Rd",1,0,N/A
1824881,"October 14, 2020",Virginia,Bedford,"2800 block of Wheats Valley Rd",1,0,N/A
1899748,"October 14, 2020",Texas,Dallas,"9800 block of Pinyon Tree Rd",1,0,N/A
1824813,"October 14, 2020",Tennessee,Memphis,"4305 Harvest Hill Rd",1,0,N/A
1824291,"October 14, 2020",Ohio,Republic,"5508 N TR 175",1,0,N/A
1822677,"October 12, 2020",Michigan,Detroit,"11000 block of Longview St",1,0,N/A
1823424,"October 12, 2020",Louisiana,Shreveport,"4200 block of Greenbriar Dr",1,0,N/A
1826295,"October 11, 2020",Louisiana,"Baton Rouge","10300 block of Airline Hwy",1,0,N/A
1825245,"October 11, 2020",Georgia,Kennesaw,"3700 block of Towne Crossing",1,0,N/A
1820165,"October 10, 2020",Louisiana,"Baton Rouge","5200 block of Jackson Ave",1,0,N/A
1819501,"October 10, 2020",California,Northridge,"17500 block of Strathern St",1,0,N/A
1820119,"October 9, 2020",California,Hemet,N/A,1,0,N/A
1819464,"October 9, 2020",Oregon,"Beaverton (Aloha)","7100 block of SW Millennium Ter",1,0,N/A
1816607,"October 7, 2020",Illinois,Harvey,"S Halsted St and E 147th St",1,0,N/A
1817371,"October 7, 2020",Illinois,Chicago,"1500 block of N Lorel Ave",1,0,N/A
1816975,"October 6, 2020",Texas,Laredo,"2000 block of US-83",1,0,N/A
1822962,"October 5, 2020",Georgia,Savannah,"E 39th St and Ash St",1,0,N/A
1813520,"October 2, 2020",Texas,"Corpus Christi","1900 block of Horne Rd",1,0,N/A
1811676,"October 1, 2020",Louisiana,Geismar,"36471 LA-74",1,0,N/A
1810626,"September 30, 2020","New York","Corona (Queens)","91-16 34th Ave",1,0,N/A
1811358,"September 30, 2020",Oklahoma,"Oklahoma City","1312 N Midwest Blvd",1,0,N/A
1806677,"September 27, 2020","North Carolina",Hickory,"98 3rd Ave SE",1,1,N/A
1807948,"September 27, 2020",Georgia,Dublin,"200 Riverview Park Dr",1,0,N/A
1807157,"September 26, 2020",Texas,Kerrville,"1300 block of North St",1,0,N/A
1808464,"September 26, 2020",Arizona,"Red Rock",N/A,1,0,N/A
1808927,"September 26, 2020",Indiana,"Lawrenceburg (Greendale)","515 E Eads Pkwy",1,0,N/A
1808002,"September 26, 2020","South Carolina",Newberry,"2300 block of Holloway St",1,0,N/A
1805319,"September 25, 2020",Arizona,Phoenix,"17030 N 49th St",1,0,N/A
1804725,"September 23, 2020","North Carolina",Lincolnton,"340 Highland Dr",1,0,N/A
1802901,"September 22, 2020",Illinois,Chicago,"101 N Western Ave",1,1,N/A
1802927,"September 21, 2020",Florida,"Mary Esther","1650 US-98",1,0,N/A
1801318,"September 20, 2020",Michigan,"Battle Creek","10 block of Arlington Dr",1,0,N/A
1800791,"September 20, 2020",Louisiana,"Westwego (Avondale)","Elaine Dr",1,0,N/A
1800710,"September 19, 2020",Pennsylvania,"New Cumberland","200 block of Ross Ave",1,0,N/A
1802286,"September 19, 2020",Arizona,Tucson,"300 block of W Valencia Rd",1,0,N/A
1799548,"September 18, 2020",Ohio,Cincinnati,"1100 block of Hempstead Dr",1,0,N/A
1799465,"September 18, 2020",Louisiana,"Baton Rouge","849 North 7th St",1,0,N/A
1796958,"September 16, 2020",Texas,"San Antonio","4819 Pecan Valley Dr",1,1,N/A
1797170,"September 16, 2020","North Carolina",Fayetteville,"600 block of Mosswood Ln",1,0,N/A
1796458,"September 15, 2020",Tennessee,Clarksville,"25 Lincoln Dr",1,0,N/A
1794843,"September 14, 2020",Michigan,"Oak Park","1000 block of Saratoga St",1,0,N/A
1795792,"September 14, 2020",Ohio,Canton,"500 block of 19th St NW",1,0,N/A
1794861,"September 13, 2020",Michigan,"Algonac (Clay Township)","6300 block of Benoit Rd",1,1,N/A
1794400,"September 13, 2020","North Carolina",Thomasville,"Buie Bodenheimer Rd and Noahtown Rd",1,0,N/A
1795177,"September 13, 2020",Illinois,Gurnee,"600 block of Creekside Cir",1,0,N/A
1792771,"September 12, 2020",Texas,Houston,"1333 Crosstimbers St",1,0,N/A
1797207,"September 11, 2020","North Carolina","Rocky Mount","700 block of Hammond St",1,0,N/A
1855063,"September 10, 2020",Missouri,"Saint Louis","12188 Bellefontaine Rd",1,1,N/A
1791738,"September 10, 2020",Florida,Miami,"7900 NW 27th Ave",1,0,N/A
1790483,"September 9, 2020","North Carolina",Charlotte,"6000 block of Elgywood Lane",1,0,N/A
1789439,"September 8, 2020",Kansas,Wichita,"700 block of S Sycamore St",1,0,N/A
1788432,"September 7, 2020",Florida,"Panama City Beach","Thomas Dr",1,0,N/A
1787827,"September 7, 2020",Illinois,Chicago,"W 47th St and S Union Ave",1,2,N/A
1786049,"September 5, 2020",Virginia,Emporia,"200 block of Briggs St",1,0,N/A
1791391,"September 5, 2020",California,"Rancho Cucamonga","9049 E 9th St",1,1,N/A
1785726,"September 5, 2020",Florida,Jacksonville,"7800 block of Renault Dr",1,1,N/A
1792705,"September 4, 2020",Illinois,Maywood,"Saint Charles Rd and S 19th Ave",1,0,N/A
1789848,"September 3, 2020",Georgia,Tifton,"Mosely Ave",1,0,N/A
1784683,"September 3, 2020","North Carolina","Lexington (Yadkin)","Brookstone Cir",1,0,N/A
1783566,"September 2, 2020",Oklahoma,Fairland,"60403 E Hwy 60",1,0,N/A
1783692,"September 2, 2020",Ohio,Cincinnati,"1700 block of Baltimore Ave",1,0,N/A
1782611,"September 2, 2020",Texas,"San Antonio","5100 block of Village Crest",1,0,N/A
1781500,"August 31, 2020",Florida,"Lady Lake","5445 Singletary Rd",1,0,N/A
1782608,"August 30, 2020",Michigan,Detroit,"Rosemary St",1,0,N/A
1783193,"August 29, 2020","South Carolina","Saint Helena Island","Shiney Rd",1,0,N/A
1785041,"August 29, 2020",Arizona,Winslow,"Territorial Rd",1,0,N/A
1778571,"August 29, 2020",Illinois,"Rock Island","1800 2nd Ave",1,5,N/A
1779307,"August 29, 2020",Indiana,"South Bend","800 block of E Donald St",1,0,N/A
1779064,"August 29, 2020",Virginia,"Virginia Beach","1600 Chase Arbor Common",1,0,N/A
1778536,"August 28, 2020",Indiana,Evansville,"3900 block of Vista Dr",1,0,N/A
1778724,"August 28, 2020",Indiana,Indianapolis,"3200 block of N Drexel Ave",1,0,N/A
1777290,"August 26, 2020",Michigan,"Grand Rapids",N/A,1,0,N/A
1783877,"August 24, 2020",California,Anza,"Bautista Canyon Rd and Old Cary Rd",1,0,N/A
1774108,"August 24, 2020",Pennsylvania,Pittsburgh,"100 block of Rhine Pl",1,0,N/A
1773462,"August 23, 2020","New York",Nyack,"100 Nyack Plaza",1,0,N/A
1773671,"August 23, 2020",Kentucky,Lexington,"Centre Pkwy",1,0,N/A
1775472,"August 22, 2020",Alaska,Shishmaref,N/A,1,0,N/A
1772339,"August 22, 2020",Florida,Hollywood,"2600 Block of Fletcher Ct",2,0,N/A
1772364,"August 22, 2020",Florida,"Indian Rocks Beach","1214 Bay Pines Blvd",1,0,N/A
1771427,"August 21, 2020",Florida,Tallahassee,"1412 Alabama St",1,2,N/A
1772221,"August 21, 2020","New Jersey",Trenton,"100 block of Hampton Ave",1,0,N/A
1817395,"August 19, 2020",Colorado,Aurora,"16200 block of E 17th Ave",1,0,N/A
1768031,"August 18, 2020","North Carolina",Charlotte,"7901 Nations Ford Rd",1,1,N/A
1768607,"August 18, 2020",Georgia,Thomson,"300 block of Thomas Ave",1,0,N/A
1767974,"August 18, 2020",Wisconsin,Milwaukee,"700 block of S 31st St",1,0,N/A
1768711,"August 17, 2020",Maine,"New Sharon","Industry Rd",1,0,N/A
1765758,"August 16, 2020",Indiana,"South Bend","1100 block of Rose St",1,0,N/A
1765376,"August 15, 2020",Texas,"San Antonio","535 S Acme Rd",1,0,N/A
1765851,"August 15, 2020","North Carolina",Charlotte,"5350 Reagan Dr",1,0,N/A
1763742,"August 13, 2020",Missouri,"Saint Louis (Northwoods)","3800 block of Melba Pl",1,0,N/A
1763466,"August 13, 2020",Minnesota,"Minneapolis (Brooklyn Park)","5805 73rd Ave N",1,0,N/A
1763717,"August 13, 2020",Alabama,Gadsden,"Hillyer Ave",1,0,N/A
1763278,"August 12, 2020",Virginia,"Virginia Beach","6308 Blakely Square",1,0,N/A
1762990,"August 12, 2020",Ohio,Columbus,"332  N Monroe Ave",1,0,N/A
1763392,"August 12, 2020",Florida,Orlando,"3024 S Rio Grande Ave",1,0,N/A
1761889,"August 11, 2020",Texas,"Universal City","200 Palisades Dr",1,0,N/A
1762019,"August 11, 2020",Iowa,Ottumwa,"700 block of Edwards Dr",1,0,N/A
1762413,"August 11, 2020",Florida,"Hollywood (Miramar)","4076 SW 69th Ave",1,0,N/A
1761693,"August 10, 2020","North Carolina","Winston Salem (Winston-salem)","2600 block of N Claremont Ave",1,0,N/A
1760214,"August 9, 2020",Mississippi,Biloxi,"270 Covenant Square Dr",1,0,N/A
1760945,"August 9, 2020",Alabama,"Grove Hill","100 block of S Church St",1,0,N/A
1760178,"August 9, 2020",Missouri,"Kansas City","6800 Zoo Dr",1,0,N/A
1760195,"August 9, 2020",Texas,Longview,"200 block of Whatley Rd",1,0,N/A
1759908,"August 9, 2020","New York",Brooklyn,"341 Rochester Ave",1,0,N/A
1760345,"August 9, 2020","South Carolina","North Charleston","3300 block of Florida Ave",1,0,N/A
1758600,"August 8, 2020",Ohio,Columbus,"1800 block of Parsons Ave",1,0,N/A
1773283,"August 8, 2020","New Mexico","Mora (Ledoux)",NM-94,1,0,N/A
1760038,"August 8, 2020",Texas,Houston,"3360 Alice St",1,0,N/A
1758589,"August 7, 2020",Ohio,Lorain,"W 20th St and Garden Ave",1,0,N/A
1757373,"August 6, 2020",Connecticut,"New Haven","630 Howard Ave",1,0,N/A
1757366,"August 6, 2020",Kansas,"Kansas City","62nd St and Nebraska Ave",1,0,N/A
1756688,"August 5, 2020",Kansas,Topeka,"1190 SW Gage Blvd",1,0,N/A
1755718,"August 4, 2020",Michigan,Saginaw,"3000 Birch Park Dr",1,0,N/A
1755748,"August 4, 2020",California,Auburn,"1000 block of Redhawk Ln",1,0,N/A
1955245,"August 4, 2020",Texas,Livingston,N/A,1,0,N/A
1756742,"August 4, 2020",Texas,"Texas City","4th Ave N",1,0,N/A
1754120,"August 3, 2020",Arkansas,"Little Rock","600 Hardin Rd",1,0,N/A
1754650,"August 3, 2020",Iowa,Ankeny,"6703 SE Bellagio Dr",1,0,N/A
1754736,"August 3, 2020",Missouri,"Saint Louis","1400 block of Broadlawns Ln",1,0,N/A
1754272,"August 2, 2020","New York",Schenectady,"1116 6th Ave",1,0,N/A
1754391,"August 2, 2020",Texas,Houston,"5700 S Loop E Service Rd",1,1,N/A
1753306,"August 1, 2020",Texas,"San Angelo","212 Koberlin St",1,0,N/A
1755752,"August 1, 2020",Florida,"New Port Richey",N/A,1,0,N/A
1752497,"August 1, 2020",Florida,Pensacola,"600 block of N B St",1,0,N/A
1752659,"August 1, 2020",Missouri,Warrensburg,"Grover St and S Charles St",1,2,N/A
1752828,"August 1, 2020",Pennsylvania,Philadelphia,"200 block of Simpson St",1,0,N/A
1751653,"July 31, 2020",Illinois,Chicago,"1900 block of W Granville Ave",1,0,N/A
1752464,"July 31, 2020",Maryland,"Indian Head","100 block of Riverwatch Dr",1,0,N/A
1751677,"July 31, 2020",Illinois,Chicago,"900 block of N Cambridge Ave",1,0,N/A
1752449,"July 31, 2020",Maryland,Columbia,"6600 block of Dovecote Dr",1,0,N/A
1750109,"July 29, 2020",Indiana,Hammond,"3300 block of Craig Dr",1,0,N/A
1748936,"July 28, 2020",Tennessee,Memphis,"4200 block of Arrow Rd",1,0,N/A
1748401,"July 28, 2020",Georgia,Atlanta,"3310 W Manor Ln SW",1,0,N/A
1754541,"July 28, 2020",Hawaii,Kihei,"2201 Piilani Hwy",1,0,N/A
1747443,"July 27, 2020",Arizona,Tucson,"25 W Calle Concordia",1,0,N/A
1747425,"July 26, 2020",Tennessee,Nashville,"500 block of Charles E Davis Blvd",1,0,N/A
1748086,"July 26, 2020",Ohio,"Grand Rapids","17000 block of Wapakoneta Rd",1,0,N/A
1746886,"July 26, 2020",California,"Los Angeles","Hollywood Blvd and N Highland Ave",1,1,N/A
1746495,"July 25, 2020",Florida,Largo,"71000 Ulmerton Rd",1,0,N/A
1746308,"July 25, 2020","South Carolina",Graniteville,"Gentle Bend Ct",1,0,N/A
1745717,"July 25, 2020","New York","Corona (Queens)","21-16 40th Ave",1,0,N/A
1745464,"July 24, 2020",Wisconsin,"Saint Francis","E Lunham Ave and S Kirkwood Ave",1,0,N/A
1750067,"July 24, 2020",Wisconsin,Cudahy,"3700 block of E Lunham Ave",1,0,N/A
